-149.8935557,61.21759217
-149.9054948,61.19533942
-149.7522,61.2297
-149.8643361,61.19525062
-149.8379726,61.13751355
-149.9092788,61.13994658
-149.7364877,61.19533265
-149.8211,61.2156
-149.8445832,61.13806145
-149.9728678,61.176693
-149.8638034,61.14473454
-149.8359225,61.18081843
-149.88695,61.180763
-149.552503,61.345921
-149.5708432,61.32360721
-149.571083,61.3252
-147.690082,64.8522227
-147.7044254,64.85064492
-147.8222994,64.83696195
-151.53123,59.64204
-134.5621,58.3601
-131.680747,55.35173351
-152.3609342,57.81208717
-149.1183292,61.60093654
-149.4331873,60.12892832
-151.0417651,60.49443906
-151.051614,60.489986
-149.40958,61.57691
-86.827626,33.2152
-86.949656,34.785059
-86.78842024,33.50904809
-86.826127,33.447522
-86.7102897,33.42956176
-86.8018,33.5062
-86.8113765,33.37312732
-86.66982766,33.41838757
-86.7011,33.5868
-86.75620223,33.50263454
-86.79644474,33.50040126
-86.799091,33.504689
-87.898099,30.601019
-87.683099,30.377666
-87.682999,30.304936
-86.80917035,33.38072249
-86.69949,33.42254
-86.665699,34.7407
-86.68134336,34.74505961
-86.55230743,34.68203745
-86.58647,34.769819
-86.575905,34.7266
-86.57429381,34.69111819
-86.57919788,34.72002697
-88.04221,30.68976
-88.143477,30.697309
-88.12661,30.673693
-88.2255057,30.67333454
-88.196698,30.681004
-88.072584,30.680498
-88.14309381,30.67621703
-88.130514,30.687603
-88.22533,30.69911
-88.122539,30.6761
-88.190499,30.661638
-86.181656,32.338634
-86.183853,32.3825
-86.18089,32.3399
-86.26356801,32.35239312
-86.21922302,32.35217285
-86.773962,33.484513
-85.40687104,32.6280937
-85.3928,32.6548
-85.842,33.5927
-85.82810247,33.60858102
-87.852027,30.669385
-86.63801947,33.60234164
-86.64673,33.59541
-87.51826693,33.20120805
-87.54677614,33.21231052
-86.797593,33.421892
-86.735925,33.455541
-94.21321152,36.35696718
-92.53446,34.60255
-92.3874,35.0785
-92.41866,35.09135
-92.43947287,35.11074111
-94.145299,36.123007
